Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
539,tt5653076,2017-10-27,2017-10-27,,Volltreffer,https://www.imdb.com/title/tt5653076/,tvMovie,5.9,89,2016,Romance,83,2016-10-04,Granz Henman,7,2019-04-20
540,tt4554036,2017-10-27,2017-10-27,,Männertag,https://www.imdb.com/title/tt4554036/,movie,5.1,91,2016,Comedy,329,2016-09-08,Holger Haase,7,2020-04-28
541,tt3316406,2017-10-27,2017-10-27,,Seitenwechsel,https://www.imdb.com/title/tt3316406/,movie,5.4,101,2016,Comedy,190,2016-06-02,Vivian Naefe,6,2020-05-12
542,tt0430051,2017-10-27,2017-10-27,,Elementarteilchen,https://www.imdb.com/title/tt0430051/,movie,6.6,113,2006,"Drama, Romance",7895,2006-02-12,Oskar Roehler,7,2019-08-17
543,tt1302019,2017-10-30,2017-10-30,,Not Another Not Another Movie,https://www.imdb.com/title/tt1302019/,movie,2.6,99,2011,Comedy,1598,2011-09-01,David Murphy,2,2020-05-11
544,tt1528854,2017-10-30,2017-10-30,,Daddy's Home,https://www.imdb.com/title/tt1528854/,movie,6.2,96,2015,"Comedy, Family",111434,2015-12-09,Sean Anders,8,2019-04-28
545,tt0118689,2017-10-31,2017-10-31,,Bean,https://www.imdb.com/title/tt0118689/,movie,6.5,89,1997,"Adventure, Comedy, Family",99461,1997-07-03,Mel Smith,9,2018-09-27
546,tt0274166,2017-10-31,2017-10-31,,Johnny English,https://www.imdb.com/title/tt0274166/,movie,6.2,89,2003,"Action, Adventure, Comedy",151100,2003-04-06,Peter Howitt,7,2018-12-23
547,tt0453451,2017-10-31,2017-10-31,,Mr. Bean's Holiday,https://www.imdb.com/title/tt0453451/,movie,6.4,90,2007,"Comedy, Family",118127,2007-03-22,Steve Bendelack,8,2019-01-02
548,tt6921996,2017-10-31,2017-10-31,,Johnny English Strikes Again,https://www.imdb.com/title/tt6921996/,movie,6.2,89,2018,"Action, Adventure, Comedy",66898,2018-09-13,David Kerr,8,2019-12-09
549,tt3733774,2017-11-02,2017-11-02,,The Trust,https://www.imdb.com/title/tt3733774/,movie,5.4,92,2016,"Crime, Thriller",18241,2016-03-13,"Benjamin Brewer, Alex Brewer",7,2019-09-22
550,tt0093191,2017-11-03,2017-11-03,,Der Himmel über Berlin,https://www.imdb.com/title/tt0093191/,movie,8.0,128,1987,"Drama, Fantasy, Romance",66347,1987-05-17,Wim Wenders,7,2020-05-15
551,tt0104567,2017-11-03,2017-11-03,,Johnny Suede,https://www.imdb.com/title/tt0104567/,movie,5.8,97,1991,"Comedy, Drama, Music, Romance",3802,1991-08-31,Tom DiCillo,5,2019-12-08
552,tt0117472,2017-11-03,2017-11-03,,Rhinoceros Hunting in Budapest,https://www.imdb.com/title/tt0117472/,movie,6.3,115,1997,Drama,120,1997-01-19,Michael Haussman,3,2020-05-11
553,tt4715652,2017-11-03,2017-11-03,,Les beaux jours d'Aranjuez,https://www.imdb.com/title/tt4715652/,movie,4.6,97,2016,Drama,552,2016-09-01,Wim Wenders,2,2020-05-13
554,tt0475290,2017-11-03,2017-11-03,,"Hail, Caesar!",https://www.imdb.com/title/tt0475290/,movie,6.3,106,2016,"Comedy, Drama, Music, Mystery",126614,2016-02-01,"Ethan Coen, Joel Coen",5,2020-02-26
555,tt5657846,2017-11-04,2017-11-04,,Daddy's Home 2,https://www.imdb.com/title/tt5657846/,movie,6.0,100,2017,Comedy,64809,2017-11-08,Sean Anders,7,2019-05-05
556,tt3521126,2017-11-04,2017-11-04,,The Disaster Artist,https://www.imdb.com/title/tt3521126/,movie,7.4,104,2017,"Biography, Comedy, Drama",142180,2017-09-11,James Franco,8,2020-04-14
557,tt0493407,2017-11-05,2017-11-05,,Cook Off!,https://www.imdb.com/title/tt0493407/,movie,4.1,98,2007,Comedy,878,2007-02-13,"Guy Shalem, Cathryn Michon",2,2020-05-12
558,tt1087833,2017-11-06,2017-11-06,,"Morgen, ihr Luschen! Der Ausbilder-Schmidt-Film",https://www.imdb.com/title/tt1087833/,movie,3.8,94,2008,"Action, Comedy",420,2008-10-14,Mike Eschmann,6,2020-05-12
559,tt1343704,2017-11-06,2017-11-06,,Zeiten ändern Dich,https://www.imdb.com/title/tt1343704/,movie,3.0,94,2010,"Biography, Drama, Music",5227,2010-02-04,Uli Edel,7,2020-05-13
560,tt2325717,2017-11-06,2017-11-06,,Heiter bis wolkig,https://www.imdb.com/title/tt2325717/,movie,6.7,100,2012,"Comedy, Drama, Romance",1311,2012-09-06,Marco Petry,6,2020-05-14
561,tt2101473,2017-11-06,2017-11-06,,The Physician,https://www.imdb.com/title/tt2101473/,movie,7.2,155,2013,"Adventure, Drama, History",37332,2013-12-25,Philipp Stölzl,6,2019-05-30
562,tt3954222,2017-11-06,2017-11-06,,Männerhort,https://www.imdb.com/title/tt3954222/,movie,5.0,97,2014,"Comedy, Drama",1766,2014-09-27,Franziska Meyer Price,6,2020-05-14
563,tt0135790,2017-11-06,2017-11-06,,Bang Boom Bang - Ein todsicheres Ding,https://www.imdb.com/title/tt0135790/,movie,7.6,110,1999,"Action, Comedy, Crime, Drama, Thriller",9778,1999-08-26,Peter Thorwarth,6,2019-04-14
564,tt5720168,2017-11-07,2017-11-07,,Marlon,https://www.imdb.com/title/tt5720168/,tvSeries,7.0,22,2017,Comedy,3650,2017-08-16,,8,2020-03-22
565,tt2879552,2017-11-08,2017-11-08,,11.22.63,https://www.imdb.com/title/tt2879552/,tvMiniSeries,8.2,60,2016,"Drama, Mystery, Sci-Fi, Thriller",75748,2016-02-15,,7,2020-05-17
566,tt0910554,2017-11-08,2017-11-08,,Frequently Asked Questions About Time Travel,https://www.imdb.com/title/tt0910554/,movie,7.1,83,2009,"Comedy, Sci-Fi",32785,2009-02-16,Gareth Carrivick,4,2020-02-26
567,tt2436386,2017-11-08,2017-11-08,,Project Almanac,https://www.imdb.com/title/tt2436386/,movie,6.4,106,2015,"Drama, Mystery, Sci-Fi, Thriller",77267,2015-01-28,Dean Israelite,9,2020-04-05
568,tt1862079,2017-11-08,2017-11-08,,Safety Not Guaranteed,https://www.imdb.com/title/tt1862079/,movie,7.0,86,2012,"Comedy, Drama, Romance",122070,2012-01-22,Colin Trevorrow,9,2019-04-15
569,tt0945513,2017-11-08,2017-11-08,,Source Code,https://www.imdb.com/title/tt0945513/,movie,7.5,93,2011,"Action, Drama, Mystery, Sci-Fi, Thriller",493170,2011-03-11,Duncan Jones,8,2019-06-26
570,tt0081534,2017-11-08,2017-11-08,,Somewhere in Time,https://www.imdb.com/title/tt0081534/,movie,7.2,103,1980,"Drama, Fantasy, Romance",27409,1980-10-03,Jeannot Szwarc,7,2020-04-03
571,tt0480669,2017-11-08,2017-11-08,,Los cronocrímenes,https://www.imdb.com/title/tt0480669/,movie,7.2,92,2007,"Horror, Mystery, Sci-Fi, Thriller",59889,2007-09-20,Nacho Vigalondo,6,2020-04-12
572,tt0390384,2017-11-08,2017-11-08,,Primer,https://www.imdb.com/title/tt0390384/,movie,6.9,77,2004,"Drama, Sci-Fi, Thriller",100700,2004-01-16,Shane Carruth,6,2020-04-06
573,tt0115082,2017-11-25,2017-11-25,,3rd Rock from the Sun,https://www.imdb.com/title/tt0115082/,tvSeries,7.7,60,1996,"Comedy, Family, Sci-Fi",48229,1996-01-09,,9,2016-12-05
574,tt2527336,2017-11-26,2017-11-26,,Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336/,movie,7.0,152,2017,"Action, Adventure, Fantasy, Sci-Fi",578324,2017-12-09,Rian Johnson,8,2018-01-02
575,tt1389072,2017-11-26,2017-11-26,,Downsizing,https://www.imdb.com/title/tt1389072/,movie,5.7,135,2017,"Drama, Fantasy, Sci-Fi",101323,2017-08-30,Alexander Payne,8,2019-05-19
576,tt4209788,2017-11-26,2017-11-26,,Molly's Game,https://www.imdb.com/title/tt4209788/,movie,7.4,140,2017,"Biography, Crime, Drama",151542,2017-09-08,Aaron Sorkin,8,2020-01-27
577,tt5814592,2017-11-26,2017-11-26,,The Party,https://www.imdb.com/title/tt5814592/,movie,6.6,71,2017,"Comedy, Drama",17554,2017-02-13,Sally Potter,6,2020-04-12
578,tt2704998,2017-11-26,2017-11-26,,Game Night,https://www.imdb.com/title/tt2704998/,movie,6.9,100,2018,"Action, Comedy, Crime, Thriller",213726,2018-02-15,"Jonathan Goldstein, John Francis Daley",7,2020-02-23
579,tt0120741,2017-11-27,2017-11-27,,Jane Austen's Mafia!,https://www.imdb.com/title/tt0120741/,movie,5.6,87,1998,"Comedy, Crime",14735,1998-07-24,Jim Abrahams,8,2020-03-22
580,tt0088286,2017-11-27,2017-11-27,,Top Secret!,https://www.imdb.com/title/tt0088286/,movie,7.2,90,1984,"Comedy, Music",61875,1984-06-08,"Jim Abrahams, Jerry Zucker, David Zucker",7,2020-04-09
581,tt0116531,2017-11-27,2017-11-27,,High School High,https://www.imdb.com/title/tt0116531/,movie,5.5,86,1996,"Comedy, Crime, Romance",12805,1996-10-25,Hart Bochner,8,2020-03-07
582,tt0076257,2017-11-27,2017-11-27,,The Kentucky Fried Movie,https://www.imdb.com/title/tt0076257/,movie,6.5,83,1977,Comedy,17483,1977-08-10,John Landis,2,2020-04-08
583,tt1655416,2017-11-27,2017-11-27,,Mental,https://www.imdb.com/title/tt1655416/,movie,6.2,116,2012,"Comedy, Drama",4843,2012-08-18,P.J. Hogan,3,2020-03-10
584,tt0094946,2017-11-27,2017-11-27,,Dangerous Curves,https://www.imdb.com/title/tt0094946/,movie,3.7,93,1988,Comedy,410,1988-09-23,David Lewis,5,2020-01-22
585,tt0101301,2017-11-27,2017-11-27,,All I Want for Christmas,https://www.imdb.com/title/tt0101301/,movie,6.0,92,1991,"Comedy, Family, Romance",4577,1991-11-08,Robert Lieberman,6,2020-01-19
586,tt0111049,2017-11-27,2017-11-27,,S.P.Q.R. 2000 e 1/2 anni fa,https://www.imdb.com/title/tt0111049/,movie,3.5,95,1994,"Comedy, Fantasy",1453,1994-12-16,Carlo Vanzina,3,2020-04-04
587,tt0117723,2017-11-27,2017-11-27,,Spy Hard,https://www.imdb.com/title/tt0117723/,movie,5.4,81,1996,"Action, Comedy",36519,1996-05-24,Rick Friedberg,8,2020-04-05
588,tt0120901,2017-11-27,2017-11-27,,Wrongfully Accused,https://www.imdb.com/title/tt0120901/,movie,6.1,87,1998,"Action, Comedy, Thriller",24173,1998-07-23,Pat Proft,8,2020-05-02
589,tt0150021,2017-11-27,2017-11-27,,Camouflage,https://www.imdb.com/title/tt0150021/,movie,4.6,98,2001,"Action, Comedy",1678,2001-01-09,James Keach,4,2020-01-12
590,tt0426592,2017-11-27,2017-11-27,,Superhero Movie,https://www.imdb.com/title/tt0426592/,movie,4.6,75,2008,"Action, Comedy, Sci-Fi",64770,2008-03-27,Craig Mazin,7,2020-04-04
591,tt1185266,2017-11-27,2017-11-27,,Stan Helsing,https://www.imdb.com/title/tt1185266/,movie,3.6,108,2009,"Comedy, Fantasy, Horror",12882,2009-10-21,Bo Zenga,2,2020-04-07
592,tt2077851,2017-11-27,2017-11-27,,Sleepwalk with Me,https://www.imdb.com/title/tt2077851/,movie,6.8,81,2012,Comedy,11591,2012-01-23,"Mike Birbiglia, Seth Barrish",7,2020-04-07
593,tt1924396,2017-11-27,2017-11-27,,La migliore offerta,https://www.imdb.com/title/tt1924396/,movie,7.8,131,2013,"Crime, Drama, Mystery, Romance",111369,2013-01-01,Giuseppe Tornatore,7,2020-04-09
594,tt1210042,2017-11-28,2017-11-28,,Brooklyn's Finest,https://www.imdb.com/title/tt1210042/,movie,6.7,132,2009,"Action, Crime, Drama, Thriller",61603,2009-01-16,Antoine Fuqua,6,2020-01-30
595,tt0292963,2017-11-28,2017-11-28,,Before the Devil Knows You're Dead,https://www.imdb.com/title/tt0292963/,movie,7.3,117,2007,"Crime, Drama, Thriller",98648,2007-09-07,Sidney Lumet,7,2017-12-26
596,tt0102500,2017-11-28,2017-11-28,,Mystery Date,https://www.imdb.com/title/tt0102500/,movie,6.0,97,1991,"Comedy, Crime, Romance, Thriller",2683,1991-08-16,Jonathan Wacks,7,2020-03-10
597,tt5907748,2017-11-30,2017-11-30,,Der Mann aus dem Eis,https://www.imdb.com/title/tt5907748/,movie,6.4,96,2017,"Adventure, Drama",1758,2017-08-08,Felix Randau,7,2020-02-21
598,tt0975645,2017-12-08,2017-12-08,,Hitchcock,https://www.imdb.com/title/tt0975645/,movie,6.8,98,2012,"Biography, Drama, Romance",72940,2012-11-01,Sacha Gervasi,8,2018-10-14
599,tt0422160,2017-12-08,2017-12-08,,Egoshooter,https://www.imdb.com/title/tt0422160/,movie,4.7,72,2004,Drama,207,2004-08-11,"Christian Becker, Oliver Schwabe",2,2020-05-13
600,tt1645170,2017-12-08,2017-12-08,,The Dictator,https://www.imdb.com/title/tt1645170/,movie,6.4,83,2012,Comedy,284833,2012-05-16,Larry Charles,8,2018-12-16
601,tt3381008,2017-12-08,2017-12-08,,Grimsby,https://www.imdb.com/title/tt3381008/,movie,6.2,83,2016,"Action, Adventure, Comedy, Crime, Thriller",95377,2016-02-24,Louis Leterrier,8,2018-12-02
602,tt5673782,2017-12-08,2017-12-08,,Genius,https://www.imdb.com/title/tt5673782/,tvSeries,8.3,43,2017,"Biography, Drama, History",17039,2017-04-23,,7,2020-05-15
603,tt0361748,2017-12-12,2017-12-12,,Inglourious Basterds,https://www.imdb.com/title/tt0361748/,movie,8.3,153,2009,"Adventure, Drama, War",1304277,2009-05-20,Quentin Tarantino,9,2017-03-21
604,tt2531344,2017-12-12,2017-12-12,,Blockers,https://www.imdb.com/title/tt2531344/,movie,6.2,102,2018,Comedy,73378,2018-03-10,Kay Cannon,6,2020-01-09
605,tt5186874,2017-12-13,2017-12-13,,Schubert in Love: Vater werden ist (nicht) schwer,https://www.imdb.com/title/tt5186874/,movie,5.1,94,2016,Comedy,311,2016-12-08,Lars Büchel,3,2020-05-19
606,tt1650427,2017-12-13,2017-12-13,,Resturlaub,https://www.imdb.com/title/tt1650427/,movie,5.0,97,2011,Comedy,1219,2011-08-11,Gregor Schnitzler,9,2020-05-19
607,tt6176360,2017-12-13,2017-12-13,,Die Tollpatsch,https://www.imdb.com/title/tt6176360/,movie,,,,Comedy,,,Marco Musienko,,
608,tt0066206,2017-12-14,2017-12-14,,Patton,https://www.imdb.com/title/tt0066206/,movie,7.9,172,1970,"Biography, Drama, War",95106,1970-02-04,Franklin J. Schaffner,8,2018-10-13
609,tt0107501,2017-12-31,2017-12-31,,The Man Without a Face,https://www.imdb.com/title/tt0107501/,movie,6.7,115,1993,Drama,28177,1993-08-25,Mel Gibson,8,2018-12-26
610,tt0472043,2017-12-31,2017-12-31,,Apocalypto,https://www.imdb.com/title/tt0472043/,movie,7.8,139,2006,"Action, Adventure, Drama, Thriller",295759,2006-12-08,Mel Gibson,8,2018-12-23
611,tt1321860,2017-12-31,2017-12-31,,The Beaver,https://www.imdb.com/title/tt1321860/,movie,6.6,91,2011,Drama,47828,2011-03-16,Jodie Foster,6,2019-01-18
612,tt1567609,2017-12-31,2017-12-31,,Get the Gringo,https://www.imdb.com/title/tt1567609/,movie,7.0,96,2012,"Action, Crime, Drama",104565,2012-03-15,Adrian Grunberg,6,2018-09-01
613,tt1764651,2017-12-31,2017-12-31,,The Expendables 2,https://www.imdb.com/title/tt1764651/,movie,6.6,103,2012,"Action, Adventure, Thriller",295577,2012-08-08,Simon West,8,2018-12-24
614,tt2333784,2017-12-31,2017-12-31,,The Expendables 3,https://www.imdb.com/title/tt2333784/,movie,6.1,126,2014,"Action, Adventure, Thriller",172535,2014-08-04,Patrick Hughes,7,2019-01-06
615,tt3647498,2017-12-31,2017-12-31,,Blood Father,https://www.imdb.com/title/tt3647498/,movie,6.4,88,2016,"Action, Crime, Drama, Thriller",61062,2016-05-21,Jean-François Richet,7,2018-12-09
616,tt3137764,2017-12-31,2017-12-31,,Staten Island Summer,https://www.imdb.com/title/tt3137764/,movie,5.6,108,2015,"Comedy, Drama",6757,2015-06-30,Rhys Thomas,7,2018-11-11
617,tt4799050,2017-12-31,2017-12-31,,Rough Night,https://www.imdb.com/title/tt4799050/,movie,5.2,101,2017,"Comedy, Crime, Thriller",48515,2017-06-15,Lucia Aniello,7,2018-11-11
618,tt3488462,2018-01-01,2018-01-01,,Honig im Kopf,https://www.imdb.com/title/tt3488462/,movie,6.6,139,2014,"Comedy, Drama, Family",6218,2014-12-25,"Lars Gmehling, Til Schweiger",7,2018-06-24
619,tt2014295,2018-01-01,2018-01-01,,Der stille Berg,https://www.imdb.com/title/tt2014295/,movie,5.5,94,2014,"Adventure, Drama, History, Romance, War",605,2014-03-14,Ernst Gossner,5,2018-10-06
620,tt3469918,2018-01-01,2018-01-01,,Jack,https://www.imdb.com/title/tt3469918/,movie,7.3,103,2014,Drama,1123,2014-02-07,Edward Berger,7,2018-05-20
621,tt3032028,2018-01-02,2018-01-02,,Zwischen Welten,https://www.imdb.com/title/tt3032028/,movie,6.5,98,2014,"Drama, War",607,2014-02-11,Feo Aladag,6,2018-06-13
622,tt0910936,2018-01-08,2018-01-08,,Pineapple Express,https://www.imdb.com/title/tt0910936/,movie,6.9,111,2008,"Action, Comedy, Crime",321077,2008-07-31,David Gordon Green,6,2020-04-05
623,tt0489049,2018-01-08,2018-01-08,,Fanboys,https://www.imdb.com/title/tt0489049/,movie,6.6,120,2009,"Adventure, Comedy, Crime",56681,2009-02-06,Kyle Newman,7,2019-05-04
624,tt1197628,2018-01-08,2018-01-08,,Observe and Report,https://www.imdb.com/title/tt1197628/,movie,5.8,86,2009,"Comedy, Crime, Drama",61306,2009-03-16,Jody Hill,6,2020-03-24
625,tt0990407,2018-01-08,2018-01-08,,The Green Hornet,https://www.imdb.com/title/tt0990407/,movie,5.8,119,2011,"Action, Comedy, Crime",156540,2011-01-12,Michel Gondry,6,2020-04-09
626,tt1592281,2018-01-08,2018-01-08,,Take This Waltz,https://www.imdb.com/title/tt1592281/,movie,6.6,116,2011,"Comedy, Drama",27570,2011-09-10,Sarah Polley,5,2020-04-04
627,tt1996264,2018-01-08,2018-01-08,,"For a Good Time, Call...",https://www.imdb.com/title/tt1996264/,movie,6.0,85,2012,Comedy,15832,2012-01-26,Jamie Travis,8,2020-02-23
628,tt2080374,2018-01-08,2018-01-08,,Steve Jobs,https://www.imdb.com/title/tt2080374/,movie,7.2,122,2015,"Biography, Drama",159000,2015-09-05,Danny Boyle,9,2020-04-05
629,tt1700841,2018-01-08,2018-01-08,,Sausage Party,https://www.imdb.com/title/tt1700841/,movie,6.1,89,2016,"Animation, Adventure, Comedy, Fantasy",180255,2016-03-14,"Conrad Vernon, Greg Tiernan",6,2018-10-20
630,tt4438848,2018-01-08,2018-01-08,,Neighbors 2: Sorority Rising,https://www.imdb.com/title/tt4438848/,movie,5.7,92,2016,Comedy,115812,2016-04-26,Nicholas Stoller,7,2020-03-22
631,tt0065207,2018-01-08,2018-01-08,,Where Eagles Dare,https://www.imdb.com/title/tt0065207/,movie,7.6,158,1968,"Action, Adventure, War",53070,1968-12-21,Brian G. Hutton,7,2020-05-02
632,tt0070355,2018-01-08,2018-01-08,,Magnum Force,https://www.imdb.com/title/tt0070355/,movie,7.2,124,1973,"Action, Crime, Mystery, Thriller",57408,1973-12-13,Ted Post,7,2020-02-29
633,tt0083943,2018-01-08,2018-01-08,,Firefox,https://www.imdb.com/title/tt0083943/,movie,6.0,136,1982,"Action, Adventure, Thriller",25635,1982-06-14,Clint Eastwood,5,2020-01-24
634,tt0086383,2018-01-08,2018-01-08,,Sudden Impact,https://www.imdb.com/title/tt0086383/,movie,6.6,117,1983,"Action, Crime, Thriller",41905,1983-12-08,Clint Eastwood,7,2018-12-15
635,tt0088272,2018-01-08,2018-01-08,,Tightrope,https://www.imdb.com/title/tt0088272/,movie,6.3,114,1984,"Crime, Mystery, Thriller",16410,1984-08-17,"Richard Tuggle, Clint Eastwood",6,2020-04-14
636,tt0100514,2018-01-08,2018-01-08,,The Rookie,https://www.imdb.com/title/tt0100514/,movie,5.9,120,1990,"Action, Crime, Drama, Thriller",25848,1990-12-06,Clint Eastwood,7,2020-04-10
637,tt0105695,2018-01-08,2018-01-08,,Unforgiven,https://www.imdb.com/title/tt0105695/,movie,8.2,130,1992,"Drama, Western",383821,1992-08-03,Clint Eastwood,8,2020-04-24
638,tt0139668,2018-01-08,2018-01-08,,True Crime,https://www.imdb.com/title/tt0139668/,movie,6.6,127,1999,"Crime, Drama, Mystery, Thriller",32824,1999-03-19,Clint Eastwood,8,2020-04-30
639,tt0309377,2018-01-08,2018-01-08,,Blood Work,https://www.imdb.com/title/tt0309377/,movie,6.4,110,2002,"Action, Crime, Drama, Mystery, Thriller",42875,2002-08-06,Clint Eastwood,8,2018-12-01
640,tt2179136,2018-01-08,2018-01-08,,American Sniper,https://www.imdb.com/title/tt2179136/,movie,7.3,133,2014,"Action, Biography, Drama, War",449552,2014-11-11,Clint Eastwood,8,2018-10-21
641,tt0498380,2018-01-08,2018-01-08,,Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/,movie,7.9,141,2006,"Action, Adventure, Drama, History, War",155858,2006-11-15,Clint Eastwood,6,2018-12-15
642,tt0418689,2018-01-08,2018-01-08,,Flags of Our Fathers,https://www.imdb.com/title/tt0418689/,movie,7.1,135,2006,"Action, Adventure, Drama, History, War",118983,2006-10-09,Clint Eastwood,7,2020-02-21
643,tt6700846,2018-01-16,2018-01-16,,AlphaGo,https://www.imdb.com/title/tt6700846/,movie,7.9,90,2017,"Documentary, Sport",5389,2017-04-21,Greg Kohs,9,2020-01-10
644,tt0038650,2018-01-16,2018-01-16,,It's a Wonderful Life,https://www.imdb.com/title/tt0038650/,movie,8.6,130,1946,"Drama, Family, Fantasy",413893,1946-12-20,Frank Capra,9,2020-03-27
645,tt5294550,2018-01-19,2018-01-19,,All the Money in the World,https://www.imdb.com/title/tt5294550/,movie,6.8,132,2017,"Biography, Crime, Drama, Mystery, Thriller",78229,2017-12-18,Ridley Scott,7,2020-01-24
646,tt0384793,2018-01-19,2018-01-19,,Accepted,https://www.imdb.com/title/tt0384793/,movie,6.4,93,2006,Comedy,126518,2006-08-18,Steve Pink,6,2019-05-02
647,tt1655441,2018-01-19,2018-01-19,,The Age of Adaline,https://www.imdb.com/title/tt1655441/,movie,7.2,112,2015,"Drama, Fantasy, Romance",159345,2015-04-08,Lee Toland Krieger,7,2020-04-13
648,tt0098577,2018-01-21,2018-01-21,,Vampire's Kiss,https://www.imdb.com/title/tt0098577/,movie,6.0,103,1988,"Comedy, Horror",15166,1988-05-31,Robert Bierman,5,2020-05-03
649,tt1615160,2018-01-22,2018-01-22,,The Foreigner,https://www.imdb.com/title/tt1615160/,movie,7.0,113,2017,"Action, Thriller",105764,2017-09-24,Martin Campbell,8,2020-04-11
650,tt1225822,2018-01-22,2018-01-22,,Extract,https://www.imdb.com/title/tt1225822/,movie,6.1,92,2009,"Comedy, Crime, Romance",45996,2009-09-04,Mike Judge,6,2020-01-18
651,tt1560220,2018-01-22,2018-01-22,,Zombieland: Double Tap,https://www.imdb.com/title/tt1560220/,movie,6.7,99,2019,"Action, Comedy, Horror",149155,2019-10-09,Ruben Fleischer,7,2020-05-20
652,tt2417712,2018-01-22,2018-01-22,,Goon: Last of the Enforcers,https://www.imdb.com/title/tt2417712/,movie,5.8,101,2017,"Comedy, Sport",12645,2017-03-17,Jay Baruchel,5,2020-01-11
653,tt2758904,2018-01-22,2018-01-22,,Search Party,https://www.imdb.com/title/tt2758904/,movie,5.6,93,2014,"Adventure, Comedy",7312,2014-10-30,Scot Armstrong,8,2020-01-12
654,tt1307068,2018-01-22,2018-01-22,,Seeking a Friend for the End of the World,https://www.imdb.com/title/tt1307068/,movie,6.7,101,2012,"Adventure, Comedy, Drama, Romance, Sci-Fi",108896,2012-06-18,Lorene Scafaria,7,2020-04-02
655,tt1092633,2018-01-22,2018-01-22,,"The Goods: Live Hard, Sell Hard",https://www.imdb.com/title/tt1092633/,movie,5.8,89,2009,Comedy,20935,2009-08-14,Neal Brennan,5,2020-04-08
656,tt1355683,2018-01-22,2018-01-22,,Black Mass,https://www.imdb.com/title/tt1355683/,movie,6.9,123,2015,"Biography, Crime, Drama",170564,2015-09-04,Scott Cooper,7,2020-03-06
657,tt3165612,2018-01-22,2018-01-22,,Sleeping with Other People,https://www.imdb.com/title/tt3165612/,movie,6.5,101,2015,"Comedy, Drama, Romance",41417,2015-01-24,Leslye Headland,5,2019-11-16
658,tt3844362,2018-01-22,2018-01-22,,The Overnight,https://www.imdb.com/title/tt3844362/,movie,6.1,79,2015,"Comedy, Mystery",16269,2015-01-23,Patrick Brice,7,2019-10-26
659,tt1920849,2018-01-22,2018-01-22,,Bachelorette,https://www.imdb.com/title/tt1920849/,movie,5.3,87,2012,"Comedy, Romance",45780,2012-01-23,Leslye Headland,4,2019-09-09
660,tt1227170,2018-01-22,2018-01-22,,Passenger Side,https://www.imdb.com/title/tt1227170/,movie,6.0,85,2009,"Comedy, Drama",841,2009-06-30,Matt Bissonnette,5,2020-03-25
661,tt1183921,2018-01-22,2018-01-22,,The Vicious Kind,https://www.imdb.com/title/tt1183921/,movie,6.9,92,2009,"Comedy, Drama",7586,2009-01-17,Lee Toland Krieger,6,2019-10-20
662,tt0494279,2018-01-22,2018-01-22,,Corporate Affairs,https://www.imdb.com/title/tt0494279/,movie,4.0,98,2008,Comedy,349,2008-04-15,Dan Cohen,5,2020-05-20
663,tt0460810,2018-01-22,2018-01-22,,The Great Buck Howard,https://www.imdb.com/title/tt0460810/,movie,6.4,90,2008,"Adventure, Comedy, Drama",13698,2008-01-18,Sean McGinly,8,2019-10-20
664,tt0364955,2018-01-22,2018-01-22,,Art School Confidential,https://www.imdb.com/title/tt0364955/,movie,6.3,102,2006,"Comedy, Drama, Romance",16783,2006-01-23,Terry Zwigoff,5,2019-09-07
665,tt0365485,2018-01-22,2018-01-22,,The Matador,https://www.imdb.com/title/tt0365485/,movie,6.7,96,2005,"Comedy, Crime, Thriller",44141,2005-01-31,Richard Shepard,8,2019-10-21
666,tt2446980,2018-01-22,2018-01-22,,Joy,https://www.imdb.com/title/tt2446980/,movie,6.6,124,2015,"Biography, Drama",130448,2015-12-13,David O. Russell,8,2019-12-06
667,tt3829884,2018-01-22,2018-01-22,,"Baby, Baby, Baby",https://www.imdb.com/title/tt3829884/,movie,5.8,92,2015,"Comedy, Drama, Romance",693,2015-10-30,Brian Klugman,6,2019-09-07
668,tt1243974,2018-01-22,2018-01-22,,Aloha,https://www.imdb.com/title/tt1243974/,movie,5.4,105,2015,"Comedy, Drama, Romance",63839,2015-05-27,Cameron Crowe,5,2020-01-19
669,tt0790804,2018-01-22,2018-01-22,,The Comebacks,https://www.imdb.com/title/tt0790804/,movie,4.3,107,2007,"Comedy, Sport",11161,2007-10-19,Tom Brady,8,2019-10-20
670,tt1462901,2018-01-22,2018-01-22,,All Is Bright,https://www.imdb.com/title/tt1462901/,movie,5.6,107,2013,"Comedy, Drama",6123,2013-04-18,Phil Morrison,6,2019-09-05
671,tt1814621,2018-01-22,2018-01-22,,Admission,https://www.imdb.com/title/tt1814621/,movie,5.7,108,2013,"Comedy, Drama, Romance",33586,2013-03-22,Paul Weitz,7,2019-09-02
672,tt0800039,2018-01-22,2018-01-22,,Forgetting Sarah Marshall,https://www.imdb.com/title/tt0800039/,movie,7.1,111,2008,"Comedy, Drama, Romance",269788,2008-03-10,Nicholas Stoller,7,2019-09-29
